operator,message_bytes,avg_ms,min_ms,max_ms,std_ms,world_size,device_type
all_reduce,1024,0.022256,0.022256,0.022256,0.0,2,MLU580
all_reduce,4096,0.022063,0.022063,0.022063,0.0,2,MLU580
all_reduce,16384,0.023157,0.023157,0.023157,0.0,2,MLU580
all_reduce,65536,0.030038,0.030038,0.030038,0.0,2,MLU580
all_reduce,262144,0.034026,0.034026,0.034026,0.0,2,MLU580
all_reduce,1048576,0.053947,0.053947,0.053947,0.0,2,MLU580
all_reduce,4194304,0.126351,0.126351,0.126351,0.0,2,MLU580
all_reduce,8388608,0.206072,0.206072,0.206072,0.0,2,MLU580
all_reduce,12582912,0.28354199999999996,0.28354199999999996,0.28354199999999996,0.0,2,MLU580
all_reduce,16777216,0.372268,0.372268,0.372268,0.0,2,MLU580
all_reduce,20971520,0.452544,0.452544,0.452544,0.0,2,MLU580
all_reduce,25165824,0.538891,0.538891,0.538891,0.0,2,MLU580
all_reduce,29360128,0.620724,0.620724,0.620724,0.0,2,MLU580
all_reduce,33554432,0.708936,0.708936,0.708936,0.0,2,MLU580
all_reduce,37748736,0.7904909999999999,0.7904909999999999,0.7904909999999999,0.0,2,MLU580
all_reduce,41943040,0.876994,0.876994,0.876994,0.0,2,MLU580
all_reduce,46137344,0.958324,0.958324,0.958324,0.0,2,MLU580
all_reduce,50331648,1.0453789999999998,1.0453789999999998,1.0453789999999998,0.0,2,MLU580
all_reduce,54525952,1.127838,1.127838,1.127838,0.0,2,MLU580
all_reduce,58720256,1.212806,1.212806,1.212806,0.0,2,MLU580
all_reduce,62914560,1.295634,1.295634,1.295634,0.0,2,MLU580
all_reduce,67108864,1.3829420000000001,1.3829420000000001,1.3829420000000001,0.0,2,MLU580
all_reduce,71303168,1.4654939999999999,1.4654939999999999,1.4654939999999999,0.0,2,MLU580
all_reduce,75497472,1.554075,1.554075,1.554075,0.0,2,MLU580
all_reduce,79691776,1.6346880000000001,1.6346880000000001,1.6346880000000001,0.0,2,MLU580
all_reduce,83886080,1.722561,1.722561,1.722561,0.0,2,MLU580
all_reduce,88080384,1.806716,1.806716,1.806716,0.0,2,MLU580
all_reduce,92274688,1.8928099999999999,1.8928099999999999,1.8928099999999999,0.0,2,MLU580
all_reduce,96468992,1.984452,1.984452,1.984452,0.0,2,MLU580
all_reduce,100663296,2.063919,2.063919,2.063919,0.0,2,MLU580
all_reduce,104857600,2.1538850000000003,2.1538850000000003,2.1538850000000003,0.0,2,MLU580
all_reduce,109051904,2.236272,2.236272,2.236272,0.0,2,MLU580
all_reduce,113246208,2.326612,2.326612,2.326612,0.0,2,MLU580
all_reduce,117440512,2.4070479999999996,2.4070479999999996,2.4070479999999996,0.0,2,MLU580
all_reduce,121634816,2.496376,2.496376,2.496376,0.0,2,MLU580
all_reduce,125829120,2.576536,2.576536,2.576536,0.0,2,MLU580
all_reduce,130023424,2.665273,2.665273,2.665273,0.0,2,MLU580
all_reduce,134217728,2.7499830000000003,2.7499830000000003,2.7499830000000003,0.0,2,MLU580
